clientReference,accountReference,effectiveDateTime,iban,paymentType,paymentSubtype
33479,333479,2014-08-21,879,Wire,Wire Out
33480,333480,2014-08-20,880,Customer Contact,E-mail
33481,333481,2014-08-19,881,ACH,ACH Out
33482,333482,2014-08-18,882,Crypto Transfers,Transfer in
33483,333483,2014-08-17,883,ACAT,ACAT Out
33484,333484,2014-08-16,884,Customer Contact,Phone Number
33485,333485,2014-08-15,885,Wire,Wire In
33486,333486,2014-08-14,886,Customer Contact,E-mail
33487,333487,2014-08-13,887,Customer Contact,Phone Number
33488,333488,2014-08-12,888,Wire,Wire Out
33489,333489,2014-08-11,889,Customer Contact,Address
33490,333490,2014-08-10,890,Customer Contact,Name
33491,333491,2014-08-09,891,ACH,ACH In
33492,333492,2014-08-08,892,Crypto Transfers,Transfer in
33493,333493,2014-08-07,893,ACH,ACH In
33494,333494,2014-08-06,894,Customer Contact,Name
33495,333495,2014-08-05,895,Customer Contact,Phone Number
33496,333496,2014-08-04,896,Customer Contact,Phone Number
33497,333497,2014-08-03,897,ACH,ACH Out
33498,333498,2014-08-02,898,ACH,ACH Out
33499,333499,2014-08-01,899,ACH,ACH In
33500,333500,2014-07-31,900,Crypto Transfers,Transfer in
33501,333501,2014-07-30,901,ACH,ACH Out
33502,333502,2014-07-29,902,Customer Contact,Phone Number
33503,333503,2014-07-28,903,ACH,ACH Out
33504,333504,2014-07-27,904,Crypto Transfers,Transfer in
33505,333505,2014-07-26,905,Wire,Wire In
33506,333506,2014-07-25,906,Customer Contact,Name
33507,333507,2014-07-24,907,Wire,Wire In
33508,333508,2014-07-23,908,Crypto Transfers,Transfer out
33509,333509,2014-07-22,909,Crypto Transfers,Transfer in
33510,333510,2014-07-21,910,Crypto Transfers,Transfer out
33511,333511,2014-07-20,911,ACAT,ACAT Out
33512,333512,2014-07-19,912,ACAT,ACAT In
33513,333513,2014-07-18,913,Crypto Transfers,Transfer in
33514,333514,2014-07-17,914,ACAT,ACAT Out
33515,333515,2014-07-16,915,ACAT,ACAT In
33516,333516,2014-07-15,916,Wire,Wire In
33517,333517,2014-07-14,917,ACAT,ACAT In
33518,333518,2014-07-13,918,Crypto Transfers,Transfer in
33519,333519,2014-07-12,919,ACAT,ACAT In
33520,333520,2014-07-11,920,Wire,Wire Out
33521,333521,2014-07-10,921,Crypto Transfers,Transfer out
33522,333522,2014-07-09,922,Wire,Wire Out
33523,333523,2014-07-08,923,ACH,ACH Out
33524,333524,2014-07-07,924,Wire,Wire Out
33525,333525,2014-07-06,925,Wire,Wire In
33526,333526,2014-07-05,926,Wire,Wire In
33527,333527,2014-07-04,927,Crypto Transfers,Transfer in
33528,333528,2014-07-03,928,ACH,ACH Out
33529,333529,2014-07-02,929,Crypto Transfers,Transfer out
33530,333530,2014-07-01,930,ACAT,ACAT In
33531,333531,2014-06-30,931,ACH,ACH Out
33532,333532,2014-06-29,932,ACAT,ACAT Out
33533,333533,2014-06-28,933,ACAT,ACAT In
33534,333534,2014-06-27,934,Wire,Wire Out
33535,333535,2014-06-26,935,Wire,Wire Out
33536,333536,2014-06-25,936,Crypto Transfers,Transfer out
33537,333537,2014-06-24,937,ACH,ACH Out
33538,333538,2014-06-23,938,ACAT,ACAT In
33539,333539,2014-06-22,939,ACH,ACH In
33540,333540,2014-06-21,940,Crypto Transfers,Transfer out
33541,333541,2014-06-20,941,Customer Contact,Name
33542,333542,2014-06-19,942,Crypto Transfers,Transfer out
33543,333543,2014-06-18,943,Wire,Wire Out
33544,333544,2014-06-17,944,ACAT,ACAT In
33545,333545,2014-06-16,945,Crypto Transfers,Transfer in
33546,333546,2014-06-15,946,Wire,Wire In
33547,333547,2014-06-14,947,Wire,Wire In
33548,333548,2014-06-13,948,ACAT,ACAT Out
33549,333549,2014-06-12,949,ACH,ACH In
33550,333550,2014-06-11,950,ACH,ACH In
33551,333551,2014-06-10,951,Crypto Transfers,Transfer in
33552,333552,2014-06-09,952,Crypto Transfers,Transfer out
33553,333553,2014-06-08,953,Customer Contact,E-mail
33554,333554,2014-06-07,954,Customer Contact,Name
33555,333555,2014-06-06,955,Wire,Wire Out
33556,333556,2014-06-05,956,Wire,Wire Out
33557,333557,2014-06-04,957,ACH,ACH Out
33558,333558,2014-06-03,958,Wire,Wire In
33559,333559,2014-06-02,959,Wire,Wire In
33560,333560,2014-06-01,960,Customer Contact,Phone Number
33561,333561,2014-05-31,961,Customer Contact,E-mail
33562,333562,2014-05-30,962,Customer Contact,Address
33563,333563,2014-05-29,963,ACH,ACH Out
33564,333564,2014-05-28,964,Crypto Transfers,Transfer out
33565,333565,2014-05-27,965,Wire,Wire Out
33566,333566,2014-05-26,966,ACAT,ACAT In
33567,333567,2014-05-25,967,ACH,ACH Out
33568,333568,2014-05-24,968,ACH,ACH In
33569,333569,2014-05-23,969,Crypto Transfers,Transfer in
33570,333570,2014-05-22,970,Wire,Wire Out
33571,333571,2014-05-21,971,Crypto Transfers,Transfer out
33572,333572,2014-05-20,972,Wire,Wire In
33573,333573,2014-05-19,973,Wire,Wire Out
33574,333574,2014-05-18,974,Wire,Wire Out
33575,333575,2014-05-17,975,Crypto Transfers,Transfer out
33576,333576,2014-05-16,976,ACAT,ACAT Out
33577,333577,2014-05-15,977,Customer Contact,Address
33578,333578,2014-05-14,978,ACAT,ACAT Out
33579,333579,2014-05-13,979,Wire,Wire In
33580,333580,2014-05-12,980,Wire,Wire Out
33581,333581,2014-05-11,981,ACH,ACH In
33582,333582,2014-05-10,982,Crypto Transfers,Transfer out
33583,333583,2014-05-09,983,Crypto Transfers,Transfer out
33584,333584,2014-05-08,984,Wire,Wire Out
33585,333585,2014-05-07,985,Wire,Wire In
33586,333586,2014-05-06,986,Customer Contact,Address
33587,333587,2014-05-05,987,Wire,Wire Out
33588,333588,2014-05-04,988,Wire,Wire Out
33589,333589,2014-05-03,989,ACH,ACH In
33590,333590,2014-05-02,990,ACAT,ACAT Out
33591,333591,2014-05-01,991,Crypto Transfers,Transfer in
33592,333592,2014-04-30,992,Customer Contact,Address
33593,333593,2014-04-29,993,Crypto Transfers,Transfer out
33594,333594,2014-04-28,994,ACAT,ACAT In
33595,333595,2014-04-27,995,Wire,Wire In
33596,333596,2014-04-26,996,Customer Contact,Address
33597,333597,2014-04-25,997,Customer Contact,Address
33598,333598,2014-04-24,998,ACH,ACH Out
33599,333599,2014-04-23,999,Crypto Transfers,Transfer out
33600,333600,2014-04-22,100,Crypto Transfers,Transfer in
33601,333601,2014-04-21,101,Customer Contact,Address
33602,333602,2014-04-20,102,Customer Contact,Address
33603,333603,2014-04-19,103,Customer Contact,Address
33604,333604,2014-04-18,104,Wire,Wire In
33605,333605,2014-04-17,105,Crypto Transfers,Transfer in
33606,333606,2014-04-16,106,Crypto Transfers,Transfer in
33607,333607,2014-04-15,107,Crypto Transfers,Transfer in
33608,333608,2014-04-14,108,Crypto Transfers,Transfer in
33609,333609,2014-04-13,109,Crypto Transfers,Transfer out
33610,333610,2014-04-12,110,ACH,ACH In
33611,333611,2014-04-11,111,ACAT,ACAT Out
33612,333612,2014-04-10,112,Wire,Wire In
33613,333613,2014-04-09,113,Crypto Transfers,Transfer out
33614,333614,2014-04-08,114,Crypto Transfers,Transfer out
33615,333615,2014-04-07,115,ACH,ACH In
33616,333616,2014-04-06,116,Crypto Transfers,Transfer out
33617,333617,2014-04-05,117,ACH,ACH Out
33618,333618,2014-04-04,118,Wire,Wire Out
33619,333619,2014-04-03,119,Wire,Wire In
33620,333620,2014-04-02,120,Customer Contact,Name
33621,333621,2014-04-01,121,Wire,Wire Out
33622,333622,2014-03-31,122,Crypto Transfers,Transfer in
33623,333623,2014-03-30,123,ACH,ACH Out
33624,333624,2014-03-29,124,Wire,Wire Out
33625,333625,2014-03-28,125,ACH,ACH Out
33626,333626,2014-03-27,126,ACAT,ACAT Out
33627,333627,2014-03-26,127,ACH,ACH In
33628,333628,2014-03-25,128,Wire,Wire In
33629,333629,2014-03-24,129,ACAT,ACAT In
33630,333630,2014-03-23,130,ACH,ACH In
33631,333631,2014-03-22,131,Wire,Wire In
33632,333632,2014-03-21,132,Crypto Transfers,Transfer in
33633,333633,2014-03-20,133,Crypto Transfers,Transfer in
33634,333634,2014-03-19,134,Wire,Wire Out
33635,333635,2014-03-18,135,Customer Contact,Address
33636,333636,2014-03-17,136,ACAT,ACAT In
33637,333637,2014-03-16,137,ACH,ACH In
33638,333638,2014-03-15,138,Wire,Wire Out
33639,333639,2014-03-14,139,ACH,ACH Out
33640,333640,2014-03-13,140,ACAT,ACAT Out
33641,333641,2014-03-12,141,Customer Contact,Name
33642,333642,2014-03-11,142,ACH,ACH In
33643,333643,2014-03-10,143,Crypto Transfers,Transfer out
33644,333644,2014-03-09,144,ACAT,ACAT In
33645,333645,2014-03-08,145,ACH,ACH In
33646,333646,2014-03-07,146,Crypto Transfers,Transfer in
33647,333647,2014-03-06,147,Customer Contact,E-mail
33648,333648,2014-03-05,148,Crypto Transfers,Transfer out
33649,333649,2014-03-04,149,ACH,ACH In
33650,333650,2014-03-03,150,ACAT,ACAT Out
33651,333651,2014-03-02,151,ACH,ACH In
33652,333652,2014-03-01,152,Crypto Transfers,Transfer in
33653,333653,2014-02-28,153,ACH,ACH Out
33654,333654,2014-02-27,154,ACH,ACH In
33655,333655,2014-02-26,155,Wire,Wire In
33656,333656,2014-02-25,156,Wire,Wire Out
33657,333657,2014-02-24,157,ACH,ACH Out
33658,333658,2014-02-23,158,ACAT,ACAT In
33659,333659,2014-02-22,159,ACH,ACH In
33660,333660,2014-02-21,160,Crypto Transfers,Transfer out
33661,333661,2014-02-20,161,Crypto Transfers,Transfer out
33662,333662,2014-02-19,162,Wire,Wire In
33663,333663,2014-02-18,163,Crypto Transfers,Transfer in
33664,333664,2014-02-17,164,ACH,ACH Out
33665,333665,2014-02-16,165,ACH,ACH Out
33666,333666,2014-02-15,166,Customer Contact,Phone Number
33667,333667,2014-02-14,167,Wire,Wire In
33668,333668,2014-02-13,168,ACAT,ACAT Out
33669,333669,2014-02-12,169,ACH,ACH In
33670,333670,2014-02-11,170,Crypto Transfers,Transfer out
33671,333671,2014-02-10,171,ACAT,ACAT Out
33672,333672,2014-02-09,172,ACAT,ACAT Out
33673,333673,2014-02-08,173,Wire,Wire In
33674,333674,2014-02-07,174,ACAT,ACAT In
33675,333675,2014-02-06,175,ACAT,ACAT In
33676,333676,2014-02-05,176,Customer Contact,Name
33677,333677,2014-02-04,177,Customer Contact,Phone Number
33678,333678,2014-02-03,178,Customer Contact,Address
33679,333679,2014-02-02,179,Wire,Wire In
33680,333680,2014-02-01,180,Crypto Transfers,Transfer in
33681,333681,2014-01-31,181,Customer Contact,Address
33682,333682,2014-01-30,182,Crypto Transfers,Transfer out
33683,333683,2014-01-29,183,ACAT,ACAT Out
33684,333684,2014-01-28,184,ACH,ACH Out
33685,333685,2014-01-27,185,Wire,Wire Out
33686,333686,2014-01-26,186,Customer Contact,E-mail
33687,333687,2014-01-25,187,ACH,ACH Out
33688,333688,2014-01-24,188,Wire,Wire In
33689,333689,2014-01-23,189,ACAT,ACAT Out
33690,333690,2014-01-22,190,Wire,Wire In
33691,333691,2014-01-21,191,Crypto Transfers,Transfer in
33692,333692,2014-01-20,192,Customer Contact,Phone Number
33693,333693,2014-01-19,193,ACAT,ACAT Out
33694,333694,2014-01-18,194,ACAT,ACAT Out
33695,333695,2014-01-17,195,ACH,ACH In
33696,333696,2014-01-16,196,Crypto Transfers,Transfer out
33697,333697,2014-01-15,197,ACH,ACH Out
33698,333698,2014-01-14,198,Crypto Transfers,Transfer out
33699,333699,2014-01-13,199,Customer Contact,Phone Number
33700,333700,2014-01-12,200,Customer Contact,Name
33701,333701,2014-01-11,201,ACH,ACH Out
33702,333702,2014-01-10,202,ACAT,ACAT Out
33703,333703,2014-01-09,203,Customer Contact,Phone Number
33704,333704,2014-01-08,204,Wire,Wire Out
33705,333705,2014-01-07,205,Customer Contact,Address
33706,333706,2014-01-06,206,ACH,ACH Out
33707,333707,2014-01-05,207,ACAT,ACAT Out
33708,333708,2014-01-04,208,ACH,ACH Out
33709,333709,2014-01-03,209,ACAT,ACAT In
33710,333710,2014-01-02,210,ACAT,ACAT In
33711,333711,2014-01-01,211,ACAT,ACAT In
33712,333712,2013-12-31,212,ACAT,ACAT In
33713,333713,2013-12-30,213,Crypto Transfers,Transfer out
33714,333714,2013-12-29,214,Wire,Wire In
33715,333715,2013-12-28,215,ACH,ACH In
33716,333716,2013-12-27,216,Crypto Transfers,Transfer out
33717,333717,2013-12-26,217,Crypto Transfers,Transfer in
33718,333718,2013-12-25,218,Crypto Transfers,Transfer out
33719,333719,2013-12-24,219,Customer Contact,Name
33720,333720,2013-12-23,220,Crypto Transfers,Transfer out
33721,333721,2013-12-22,221,ACAT,ACAT In
33722,333722,2013-12-21,222,Customer Contact,E-mail
33723,333723,2013-12-20,223,Crypto Transfers,Transfer in
33724,333724,2013-12-19,224,ACH,ACH In
33725,333725,2013-12-18,225,Customer Contact,Name
33726,333726,2013-12-17,226,ACAT,ACAT In
33727,333727,2013-12-16,227,Wire,Wire In
33728,333728,2013-12-15,228,ACAT,ACAT Out
33729,333729,2013-12-14,229,Wire,Wire Out
33730,333730,2013-12-13,230,ACH,ACH Out
33731,333731,2013-12-12,231,Customer Contact,E-mail
33732,333732,2013-12-11,232,ACH,ACH In
33733,333733,2013-12-10,233,ACAT,ACAT Out
33734,333734,2013-12-09,234,ACAT,ACAT Out
33735,333735,2013-12-08,235,ACAT,ACAT In
33736,333736,2013-12-07,236,Crypto Transfers,Transfer in
33737,333737,2013-12-06,237,Customer Contact,Phone Number
33738,333738,2013-12-05,238,ACAT,ACAT In
33739,333739,2013-12-04,239,Wire,Wire Out
33740,333740,2013-12-03,240,ACAT,ACAT In
33741,333741,2013-12-02,241,ACAT,ACAT Out
33742,333742,2013-12-01,242,ACH,ACH Out
33743,333743,2013-11-30,243,Wire,Wire In
33744,333744,2013-11-29,244,Customer Contact,Phone Number
33745,333745,2013-11-28,245,ACAT,ACAT Out
33746,333746,2013-11-27,246,Crypto Transfers,Transfer in
33747,333747,2013-11-26,247,Customer Contact,Name
33748,333748,2013-11-25,248,ACAT,ACAT In
33749,333749,2013-11-24,249,Customer Contact,Phone Number
33750,333750,2013-11-23,250,ACH,ACH In
33751,333751,2013-11-22,251,Customer Contact,Phone Number
33752,333752,2013-11-21,252,ACH,ACH In
33753,333753,2013-11-20,253,ACH,ACH In
33754,333754,2013-11-19,254,ACAT,ACAT Out
33755,333755,2013-11-18,255,Customer Contact,Name
33756,333756,2013-11-17,256,ACH,ACH In
33757,333757,2013-11-16,257,Wire,Wire Out
33758,333758,2013-11-15,258,Crypto Transfers,Transfer out
33759,333759,2013-11-14,259,Crypto Transfers,Transfer out
33760,333760,2013-11-13,260,Customer Contact,Phone Number
33761,333761,2013-11-12,261,Crypto Transfers,Transfer out
33762,333762,2013-11-11,262,Wire,Wire Out
33763,333763,2013-11-10,263,ACH,ACH Out
33764,333764,2013-11-09,264,Wire,Wire In
33765,333765,2013-11-08,265,Crypto Transfers,Transfer in
33766,333766,2013-11-07,266,ACH,ACH In
33767,333767,2013-11-06,267,Customer Contact,Phone Number
33768,333768,2013-11-05,268,Wire,Wire Out
33769,333769,2013-11-04,269,Crypto Transfers,Transfer in
33770,333770,2013-11-03,270,Wire,Wire In
33771,333771,2013-11-02,271,ACH,ACH In
33772,333772,2013-11-01,272,Crypto Transfers,Transfer out
33773,333773,2013-10-31,273,Crypto Transfers,Transfer in
33774,333774,2013-10-30,274,Crypto Transfers,Transfer out
33775,333775,2013-10-29,275,ACAT,ACAT In
33776,333776,2013-10-28,276,ACAT,ACAT Out
33777,333777,2013-10-27,277,Customer Contact,Phone Number
33778,333778,2013-10-26,278,Wire,Wire In
33779,333779,2013-10-25,279,ACH,ACH In
33780,333780,2013-10-24,280,Customer Contact,Phone Number
33781,333781,2013-10-23,281,Wire,Wire Out
33782,333782,2013-10-22,282,ACAT,ACAT Out
33783,333783,2013-10-21,283,Customer Contact,Name
33784,333784,2013-10-20,284,Crypto Transfers,Transfer out
33785,333785,2013-10-19,285,ACAT,ACAT In
33786,333786,2013-10-18,286,Wire,Wire In
33787,333787,2013-10-17,287,Crypto Transfers,Transfer out
33788,333788,2013-10-16,288,Wire,Wire In
33789,333789,2013-10-15,289,ACAT,ACAT In
33790,333790,2013-10-14,290,ACH,ACH In
33791,333791,2013-10-13,291,Wire,Wire In
33792,333792,2013-10-12,292,ACAT,ACAT In
33793,333793,2013-10-11,293,Crypto Transfers,Transfer out
33794,333794,2013-10-10,294,Customer Contact,Address
33795,333795,2013-10-09,295,Wire,Wire Out
33796,333796,2013-10-08,296,ACAT,ACAT Out
33797,333797,2013-10-07,297,ACAT,ACAT Out
33798,333798,2013-10-06,298,ACH,ACH Out
33799,333799,2013-10-05,299,Crypto Transfers,Transfer in
33800,333800,2013-10-04,300,ACAT,ACAT In
33801,333801,2013-10-03,301,ACAT,ACAT In
33802,333802,2013-10-02,302,Wire,Wire Out
33803,333803,2013-10-01,303,Customer Contact,E-mail
33804,333804,2013-09-30,304,Customer Contact,Phone Number
33805,333805,2013-09-29,305,ACAT,ACAT In
33806,333806,2013-09-28,306,Crypto Transfers,Transfer in
33807,333807,2013-09-27,307,ACH,ACH In
33808,333808,2013-09-26,308,Wire,Wire Out
33809,333809,2013-09-25,309,Customer Contact,Name
33810,333810,2013-09-24,310,Crypto Transfers,Transfer out
33811,333811,2013-09-23,311,Crypto Transfers,Transfer out
33812,333812,2013-09-22,312,ACAT,ACAT In
33813,333813,2013-09-21,313,ACH,ACH Out
33814,333814,2013-09-20,314,Crypto Transfers,Transfer in
33815,333815,2013-09-19,315,Customer Contact,Phone Number
33816,333816,2013-09-18,316,ACH,ACH Out
33817,333817,2013-09-17,317,Wire,Wire Out
33818,333818,2013-09-16,318,Wire,Wire In
33819,333819,2013-09-15,319,Customer Contact,E-mail
33820,333820,2013-09-14,320,ACH,ACH Out
33821,333821,2013-09-13,321,Crypto Transfers,Transfer out
33822,333822,2013-09-12,322,Wire,Wire Out
33823,333823,2013-09-11,323,ACAT,ACAT In
33824,333824,2013-09-10,324,Wire,Wire In
33825,333825,2013-09-09,325,Crypto Transfers,Transfer in
33826,333826,2013-09-08,326,Wire,Wire Out
33827,333827,2013-09-07,327,ACAT,ACAT In
33828,333828,2013-09-06,328,Wire,Wire Out
33829,333829,2013-09-05,329,Customer Contact,Name
33830,333830,2013-09-04,330,ACH,ACH In
33831,333831,2013-09-03,331,Crypto Transfers,Transfer out
33832,333832,2013-09-02,332,Wire,Wire Out
33833,333833,2013-09-01,333,ACH,ACH Out
33834,333834,2013-08-31,334,ACH,ACH Out
33835,333835,2013-08-30,335,Customer Contact,Phone Number
33836,333836,2013-08-29,336,Customer Contact,Phone Number
33837,333837,2013-08-28,337,Crypto Transfers,Transfer in
33838,333838,2013-08-27,338,Wire,Wire Out
33839,333839,2013-08-26,339,Wire,Wire In
33840,333840,2013-08-25,340,Wire,Wire In
33841,333841,2013-08-24,341,Crypto Transfers,Transfer in
33842,333842,2013-08-23,342,Wire,Wire In
33843,333843,2013-08-22,343,ACAT,ACAT In
33844,333844,2013-08-21,344,Crypto Transfers,Transfer out
33845,333845,2013-08-20,345,ACH,ACH In
33846,333846,2013-08-19,346,Customer Contact,Phone Number
33847,333847,2013-08-18,347,Crypto Transfers,Transfer out
33848,333848,2013-08-17,348,Customer Contact,Address
33849,333849,2013-08-16,349,Customer Contact,Phone Number
33850,333850,2013-08-15,350,Customer Contact,E-mail
33851,333851,2013-08-14,351,ACH,ACH In
33852,333852,2013-08-13,352,Crypto Transfers,Transfer out
33853,333853,2013-08-12,353,Wire,Wire Out
33854,333854,2013-08-11,354,ACAT,ACAT Out
33855,333855,2013-08-10,355,ACH,ACH Out
33856,333856,2013-08-09,356,Crypto Transfers,Transfer out
33857,333857,2013-08-08,357,Crypto Transfers,Transfer out
33858,333858,2013-08-07,358,Crypto Transfers,Transfer in
33859,333859,2013-08-06,359,Crypto Transfers,Transfer out
33860,333860,2013-08-05,360,Customer Contact,E-mail
33861,333861,2013-08-04,361,Customer Contact,Address
33862,333862,2013-08-03,362,Wire,Wire In
33863,333863,2013-08-02,363,Crypto Transfers,Transfer out
33864,333864,2013-08-01,364,ACAT,ACAT In
33865,333865,2013-07-31,365,Wire,Wire Out
33866,333866,2013-07-30,366,ACAT,ACAT Out
33867,333867,2013-07-29,367,Crypto Transfers,Transfer out
33868,333868,2013-07-28,368,ACH,ACH In
33869,333869,2013-07-27,369,ACH,ACH In
33870,333870,2013-07-26,370,ACH,ACH In
33871,333871,2013-07-25,371,ACAT,ACAT Out
33872,333872,2013-07-24,372,Crypto Transfers,Transfer in
33873,333873,2013-07-23,373,ACAT,ACAT In
33874,333874,2013-07-22,374,ACH,ACH In
33875,333875,2013-07-21,375,ACAT,ACAT Out
33876,333876,2013-07-20,376,ACH,ACH In
33877,333877,2013-07-19,377,ACAT,ACAT In
33878,333878,2013-07-18,378,ACH,ACH In
33879,333879,2013-07-17,379,Customer Contact,Phone Number
33880,333880,2013-07-16,380,Customer Contact,Address
33881,333881,2013-07-15,381,ACAT,ACAT In
33882,333882,2013-07-14,382,ACH,ACH Out
33883,333883,2013-07-13,383,Wire,Wire Out
33884,333884,2013-07-12,384,Crypto Transfers,Transfer in
33885,333885,2013-07-11,385,Crypto Transfers,Transfer in
33886,333886,2013-07-10,386,ACH,ACH In
33887,333887,2013-07-09,387,Wire,Wire In
33888,333888,2013-07-08,388,Customer Contact,Name
33889,333889,2013-07-07,389,Customer Contact,Phone Number
33890,333890,2013-07-06,390,ACH,ACH In
